Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Observation-BladderContinenceExample.json	745	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BloodPressureExample.json	2344	2	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	27	30	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BloodPressureExample2.json	2382	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	21	17	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyTemperatureExample.json	1695	2	0	0	0	0	0	0	1	151	0	0	0	0	0	0	0	1	0	0	0	21	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyTemperatureExample2.json	1182	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyWeightExample.json	1687	2	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-BodyWeightExample2.json	1174	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0	0	0	0	0
fsh-generated/resources/Observation-CatheterMovedOrRemovedExample.json	1225	2	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-ClinicalNoteExample.json	509	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0
fsh-generated/resources/Observation-DiarrheaExample.json	1222	2	0	0	0	0	0	0	1	304	0	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-DistendedAbdomenExample.json	1225	1	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0
fsh-generated/resources/Observation-DrainFluidExample.json	610	1	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-HeartRateExample.json	1685	2	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	22	10	0	0	0	0	0	0	0
fsh-generated/resources/Observation-HeartRateExample2.json	1172	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-IncontinenceScoreExample.json	392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0
fsh-generated/resources/Observation-LeakageCatheterExample.json	1218	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-LevelOfResponsivenessExample.json	1224	1	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0
fsh-generated/resources/Observation-NationalEarlyWarningScoreExample.json	1141	1	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	16	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-NauseaExample.json	1215	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-NauseaExample2.json	632	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0
fsh-generated/resources/Observation-Observation-Katheter-7938866.json	1315	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0
